course_id,local,modality,date,total_leads
SST,Centro 4,Online,2023-09-11,81
TUR,Centro 1,In-person,2023-09-11,78
HCP,Centro 3,In-person,2023-09-11,67
PYT,Centro 2,In-person,2023-09-11,66
SOC,Centro 1,In-person,2023-09-11,66
VND,Centro 2,Online,2023-09-11,65
HOT,Centro 2,In-person,2023-09-11,64
EMP,Centro 5,In-person,2023-09-11,57
PYT,Centro 4,Online,2023-09-11,57
SOC,Centro 5,Hybrid,2023-09-11,57
TUR,Centro 5,In-person,2023-09-11,57
TUR,Centro 2,In-person,2023-09-11,54
HCP,Centro 4,In-person,2023-09-11,51
PRI,Centro 1,In-person,2023-09-11,51
LOG,Centro 3,In-person,2023-09-11,50
HAC,Centro 3,In-person,2023-09-11,48
VND,Centro 2,Hybrid,2023-09-11,47
LID,Centro 4,Hybrid,2023-09-11,46
SEG,Centro 4,Online,2023-09-11,44
VND,Centro 4,Hybrid,2023-09-11,44
CYB,Centro 3,In-person,2023-09-11,43
HOT,Centro 5,Hybrid,2023-09-11,43
CYB,Centro 4,In-person,2023-09-11,41
CYB,Centro 2,Online,2023-09-11,38
CYB,Centro 4,Hybrid,2023-09-11,38
GER,Centro 5,In-person,2023-09-11,36
GES,Centro 2,Hybrid,2023-09-11,36
PBI,Centro 5,In-person,2023-09-11,35
GER,Centro 1,In-person,2023-09-11,32
INF,Centro 3,In-person,2023-09-11,31
PBI,Centro 4,In-person,2023-09-11,31
INF,Centro 4,In-person,2023-09-11,30
PRI,Centro 2,Hybrid,2023-09-11,30
EMP,Centro 2,In-person,2023-09-11,29
GER,Centro 3,In-person,2023-09-11,28
HAC,Centro 2,Hybrid,2023-09-11,27
LOG,Centro 3,Hybrid,2023-09-11,27
SST,Centro 3,Hybrid,2023-09-11,25
GES,Centro 1,In-person,2023-09-11,23
ING,Centro 3,In-person,2023-09-11,23
GER,Centro 4,Hybrid,2023-09-11,22
PRI,Centro 3,Hybrid,2023-09-11,22
PRI,Centro 4,In-person,2023-09-11,22
CYB,Centro 2,In-person,2023-09-11,21
HCP,Centro 2,In-person,2023-09-11,21
SEG,Centro 3,In-person,2023-09-11,21
TUR,Centro 3,Hybrid,2023-09-11,21
VND,Centro 1,Hybrid,2023-09-11,21
EXC,Centro 4,Online,2023-09-11,20
TUR,Centro 1,Hybrid,2023-09-11,20
PRI,Centro 4,Hybrid,2023-09-11,19
EMP,Centro 1,In-person,2023-09-11,18
HOT,Centro 1,Hybrid,2023-09-11,18
MNT,Centro 3,In-person,2023-09-11,18
SST,Centro 2,Online,2023-09-11,16
VND,Centro 3,In-person,2023-09-11,16
FOR,Centro 3,In-person,2023-09-11,15
LID,Centro 5,Hybrid,2023-09-11,15
EXC,Centro 3,Hybrid,2023-09-11,14
HOT,Centro 3,In-person,2023-09-11,14
SST,Centro 4,Hybrid,2023-09-11,14
FOR,Centro 4,Hybrid,2023-09-11,13
INF,Centro 5,In-person,2023-09-11,13
PRO,Centro 5,In-person,2023-09-11,13
PYT,Centro 3,Online,2023-09-11,13
EXC,Centro 4,Hybrid,2023-09-11,12
EXC,Centro 5,Hybrid,2023-09-11,12
HOT,Centro 4,In-person,2023-09-11,12
INF,Centro 4,Hybrid,2023-09-11,12
GES,Centro 5,Hybrid,2023-09-11,11
HAC,Centro 5,In-person,2023-09-11,11
LID,Centro 5,Online,2023-09-11,11
SOC,Centro 2,In-person,2023-09-11,11
EXC,Centro 1,Hybrid,2023-09-11,10
HOT,Centro 1,In-person,2023-09-11,10
SEG,Centro 3,Hybrid,2023-09-11,10
PBI,Centro 4,Hybrid,2023-09-11,9
GES,Centro 2,Online,2023-09-11,8
GES,Centro 5,In-person,2023-09-11,8
INF,Centro 1,Hybrid,2023-09-11,8
EXC,Centro 1,In-person,2023-09-11,7
EXC,Centro 2,In-person,2023-09-11,7
LID,Centro 2,Hybrid,2023-09-11,7
VND,Centro 3,Hybrid,2023-09-11,7
INF,Centro 2,In-person,2023-09-11,6
CYB,Centro 1,Online,2023-09-11,5
ING,Centro 2,Online,2023-09-11,5
SCI,Centro 5,Hybrid,2023-09-11,5
CYB,Centro 2,Hybrid,2023-09-11,4
EXC,Centro 2,Online,2023-09-11,4
GES,Centro 2,In-person,2023-09-11,4
HAC,Centro 1,Online,2023-09-11,4
ING,Centro 3,Online,2023-09-11,4
LID,Centro 4,In-person,2023-09-11,4
SEG,Centro 2,In-person,2023-09-11,4
SST,Centro 1,Hybrid,2023-09-11,4
SST,Centro 2,In-person,2023-09-11,4
TUR,Centro 4,In-person,2023-09-11,4
VND,Centro 4,In-person,2023-09-11,4
LOG,Centro 1,In-person,2023-09-11,3
SST,Centro 1,In-person,2023-09-11,3
LOG,Centro 5,In-person,2023-09-11,2
LOG,Centro 1,In-person,2023-09-18,125
VND,Centro 2,Online,2023-09-18,97
EXC,Centro 4,Online,2023-09-18,88
PYT,Centro 3,Online,2023-09-18,85
SCI,Centro 1,In-person,2023-09-18,81
VND,Centro 1,Hybrid,2023-09-18,81
MNT,Centro 5,In-person,2023-09-18,80
PRO,Centro 3,Online,2023-09-18,80
SST,Centro 5,In-person,2023-09-18,80
CYB,Centro 2,Hybrid,2023-09-18,77
INF,Centro 4,Hybrid,2023-09-18,77
CYB,Centro 1,Online,2023-09-18,76
PRI,Centro 4,In-person,2023-09-18,76
SEG,Centro 3,Hybrid,2023-09-18,75
LOG,Centro 5,In-person,2023-09-18,74
CYB,Centro 4,Hybrid,2023-09-18,73
PBI,Centro 2,Hybrid,2023-09-18,68
CYB,Centro 2,Online,2023-09-18,66
HOT,Centro 1,In-person,2023-09-18,62
HOT,Centro 1,Hybrid,2023-09-18,61
PBI,Centro 1,Hybrid,2023-09-18,57
VND,Centro 5,In-person,2023-09-18,56
HAC,Centro 1,Hybrid,2023-09-18,54
FOR,Centro 4,In-person,2023-09-18,53
INF,Centro 3,Hybrid,2023-09-18,53
EXC,Centro 5,Hybrid,2023-09-18,48
EXC,Centro 1,In-person,2023-09-18,48
INF,Centro 5,In-person,2023-09-18,45
PRI,Centro 2,In-person,2023-09-18,42
SEG,Centro 3,In-person,2023-09-18,41
HAC,Centro 2,In-person,2023-09-18,40
PYT,Centro 2,Online,2023-09-18,40
CYB,Centro 4,Online,2023-09-18,39
GER,Centro 3,In-person,2023-09-18,38
PRI,Centro 1,Hybrid,2023-09-18,38
PYT,Centro 5,In-person,2023-09-18,37
SST,Centro 1,In-person,2023-09-18,37
PBI,Centro 4,Online,2023-09-18,36
SST,Centro 3,Hybrid,2023-09-18,36
TUR,Centro 4,In-person,2023-09-18,33
HOT,Centro 2,Hybrid,2023-09-18,32
ING,Centro 3,In-person,2023-09-18,32
PRI,Centro 2,Hybrid,2023-09-18,32
SST,Centro 1,Hybrid,2023-09-18,32
HAC,Centro 4,Hybrid,2023-09-18,30
EXC,Centro 3,Hybrid,2023-09-18,29
GES,Centro 5,In-person,2023-09-18,27
PYT,Centro 4,Online,2023-09-18,27
EMP,Centro 1,In-person,2023-09-18,26
GER,Centro 4,In-person,2023-09-18,25
PBI,Centro 5,Online,2023-09-18,25
HAC,Centro 5,In-person,2023-09-18,24
TUR,Centro 1,In-person,2023-09-18,24
HCP,Centro 3,In-person,2023-09-18,22
LOG,Centro 2,In-person,2023-09-18,22
CYB,Centro 3,Hybrid,2023-09-18,20
HOT,Centro 5,In-person,2023-09-18,20
INF,Centro 2,Hybrid,2023-09-18,20
PYT,Centro 2,In-person,2023-09-18,20
PBI,Centro 3,Hybrid,2023-09-18,18
PBI,Centro 5,In-person,2023-09-18,18
SOC,Centro 3,In-person,2023-09-18,18
GER,Centro 3,Hybrid,2023-09-18,17
INF,Centro 1,Hybrid,2023-09-18,17
HCP,Centro 5,In-person,2023-09-18,16
INF,Centro 4,In-person,2023-09-18,16
LID,Centro 5,Online,2023-09-18,16
SEG,Centro 1,Online,2023-09-18,16
GES,Centro 2,Online,2023-09-18,14
INF,Centro 5,Hybrid,2023-09-18,14
SCI,Centro 5,Hybrid,2023-09-18,14
PRO,Centro 5,Hybrid,2023-09-18,13
CYB,Centro 4,In-person,2023-09-18,11
EMP,Centro 2,In-person,2023-09-18,10
EXC,Centro 5,In-person,2023-09-18,10
ING,Centro 1,Hybrid,2023-09-18,10
GES,Centro 5,Hybrid,2023-09-18,9
GES,Centro 3,In-person,2023-09-18,9
FOR,Centro 1,In-person,2023-09-18,8
GES,Centro 4,In-person,2023-09-18,8
INF,Centro 3,In-person,2023-09-18,8
MNT,Centro 4,In-person,2023-09-18,8
PYT,Centro 1,Online,2023-09-18,8
SCI,Centro 3,Hybrid,2023-09-18,7
SOC,Centro 4,In-person,2023-09-18,7
CYB,Centro 3,Online,2023-09-18,5
HOT,Centro 5,Hybrid,2023-09-18,5
LID,Centro 2,Hybrid,2023-09-18,5
MNT,Centro 3,In-person,2023-09-18,5
PBI,Centro 2,Online,2023-09-18,5
PYT,Centro 4,Hybrid,2023-09-18,5
SCI,Centro 2,In-person,2023-09-18,5
SST,Centro 3,In-person,2023-09-18,5
VND,Centro 3,Hybrid,2023-09-18,5
CYB,Centro 2,In-person,2023-09-18,4
FOR,Centro 3,Online,2023-09-18,4
GES,Centro 1,Hybrid,2023-09-18,4
PBI,Centro 5,Hybrid,2023-09-18,4
PBI,Centro 2,In-person,2023-09-18,4
PRI,Centro 5,In-person,2023-09-18,4
SCI,Centro 5,In-person,2023-09-18,4
SEG,Centro 4,Online,2023-09-18,4
GER,Centro 2,In-person,2023-09-18,3
HCP,Centro 1,Hybrid,2023-09-18,3
LOG,Centro 5,Hybrid,2023-09-18,3
PRI,Centro 3,In-person,2023-09-18,3
SST,Centro 4,In-person,2023-09-18,3
SST,Centro 2,In-person,2023-09-18,1
PYT,Centro 2,Online,2023-09-25,152
MNT,Centro 4,In-person,2023-09-25,118
INF,Centro 4,In-person,2023-09-25,107
CYB,Centro 4,In-person,2023-09-25,99
MNT,Centro 1,In-person,2023-09-25,81
PBI,Centro 4,Online,2023-09-25,79
EXC,Centro 4,Hybrid,2023-09-25,76
SCI,Centro 3,Hybrid,2023-09-25,73
EMP,Centro 1,In-person,2023-09-25,72
SST,Centro 4,Online,2023-09-25,69
HOT,Centro 5,In-person,2023-09-25,67
LID,Centro 1,Online,2023-09-25,67
GER,Centro 3,In-person,2023-09-25,64
GES,Centro 2,In-person,2023-09-25,63
HCP,Centro 3,In-person,2023-09-25,62
ING,Centro 4,Hybrid,2023-09-25,57
PRI,Centro 4,Hybrid,2023-09-25,57
LOG,Centro 3,Hybrid,2023-09-25,54
LOG,Centro 1,In-person,2023-09-25,53
EXC,Centro 5,Hybrid,2023-09-25,51
EXC,Centro 3,Hybrid,2023-09-25,49
HOT,Centro 5,Hybrid,2023-09-25,49
SEG,Centro 5,Online,2023-09-25,49
GES,Centro 5,Hybrid,2023-09-25,48
PRI,Centro 5,In-person,2023-09-25,48
PBI,Centro 1,Online,2023-09-25,42
SOC,Centro 2,In-person,2023-09-25,42
TUR,Centro 1,In-person,2023-09-25,41
TUR,Centro 3,In-person,2023-09-25,41
INF,Centro 2,In-person,2023-09-25,39
EXC,Centro 2,Hybrid,2023-09-25,37
GES,Centro 1,In-person,2023-09-25,36
CYB,Centro 4,Hybrid,2023-09-25,35
EMP,Centro 5,In-person,2023-09-25,35
GER,Centro 4,In-person,2023-09-25,35
PRO,Centro 5,In-person,2023-09-25,35
EXC,Centro 1,In-person,2023-09-25,34
PBI,Centro 2,In-person,2023-09-25,34
CYB,Centro 1,Hybrid,2023-09-25,31
SCI,Centro 1,In-person,2023-09-25,31
FOR,Centro 3,Hybrid,2023-09-25,30
GES,Centro 1,Hybrid,2023-09-25,30
SST,Centro 3,Hybrid,2023-09-25,30
VND,Centro 2,Online,2023-09-25,30
GER,Centro 3,Hybrid,2023-09-25,29
SST,Centro 2,Online,2023-09-25,29
FOR,Centro 3,In-person,2023-09-25,28
CYB,Centro 2,Online,2023-09-25,27
INF,Centro 5,In-person,2023-09-25,27
SEG,Centro 2,Hybrid,2023-09-25,27
PRI,Centro 4,In-person,2023-09-25,26
HCP,Centro 4,Hybrid,2023-09-25,25
PRI,Centro 2,In-person,2023-09-25,25
EXC,Centro 1,Hybrid,2023-09-25,23
ING,Centro 2,Online,2023-09-25,22
GES,Centro 4,In-person,2023-09-25,21
PYT,Centro 4,Hybrid,2023-09-25,21
GER,Centro 4,Hybrid,2023-09-25,20
PRO,Centro 1,Online,2023-09-25,19
PRO,Centro 2,Hybrid,2023-09-25,19
SCI,Centro 4,In-person,2023-09-25,19
VND,Centro 5,In-person,2023-09-25,19
HAC,Centro 3,Hybrid,2023-09-25,18
HAC,Centro 3,In-person,2023-09-25,18
PBI,Centro 3,Hybrid,2023-09-25,18
VND,Centro 2,Hybrid,2023-09-25,18
INF,Centro 4,Hybrid,2023-09-25,16
SCI,Centro 5,In-person,2023-09-25,16
SEG,Centro 3,In-person,2023-09-25,16
CYB,Centro 4,Online,2023-09-25,15
HCP,Centro 2,In-person,2023-09-25,14
INF,Centro 1,Hybrid,2023-09-25,14
ING,Centro 5,Online,2023-09-25,14
LOG,Centro 5,In-person,2023-09-25,14
CYB,Centro 3,Hybrid,2023-09-25,13
GER,Centro 5,Hybrid,2023-09-25,13
HCP,Centro 5,In-person,2023-09-25,12
LID,Centro 1,Hybrid,2023-09-25,12
MNT,Centro 3,In-person,2023-09-25,12
EXC,Centro 2,In-person,2023-09-25,10
SEG,Centro 2,In-person,2023-09-25,10
VND,Centro 3,Hybrid,2023-09-25,10
CYB,Centro 2,Hybrid,2023-09-25,9
HCP,Centro 2,Hybrid,2023-09-25,9
GES,Centro 2,Online,2023-09-25,8
HAC,Centro 4,Hybrid,2023-09-25,8
PYT,Centro 1,Online,2023-09-25,8
SEG,Centro 4,In-person,2023-09-25,8
SST,Centro 2,In-person,2023-09-25,8
HCP,Centro 1,In-person,2023-09-25,7
INF,Centro 3,In-person,2023-09-25,7
PBI,Centro 5,Online,2023-09-25,7
HOT,Centro 2,Hybrid,2023-09-25,6
LOG,Centro 2,In-person,2023-09-25,6
LID,Centro 2,Online,2023-09-25,5
LID,Centro 2,In-person,2023-09-25,5
SCI,Centro 2,In-person,2023-09-25,5
CYB,Centro 5,Online,2023-09-25,4
EXC,Centro 4,Online,2023-09-25,4
GER,Centro 1,In-person,2023-09-25,4
GES,Centro 2,Hybrid,2023-09-25,4
ING,Centro 4,Online,2023-09-25,4
LOG,Centro 5,Hybrid,2023-09-25,4
MNT,Centro 5,In-person,2023-09-25,4
PBI,Centro 4,Hybrid,2023-09-25,4
SST,Centro 1,Hybrid,2023-09-25,4
EXC,Centro 2,Online,2023-09-25,3
SST,Centro 1,In-person,2023-09-25,3
PBI,Centro 4,Online,2023-10-02,153
PBI,Centro 2,Online,2023-10-02,111
HOT,Centro 1,Hybrid,2023-10-02,104
PBI,Centro 5,Online,2023-10-02,100
CYB,Centro 5,Online,2023-10-02,97
SEG,Centro 3,In-person,2023-10-02,96
PYT,Centro 4,Hybrid,2023-10-02,93
EXC,Centro 5,Hybrid,2023-10-02,92
EXC,Centro 4,Online,2023-10-02,90
SCI,Centro 2,Hybrid,2023-10-02,83
EXC,Centro 5,Online,2023-10-02,82
INF,Centro 3,In-person,2023-10-02,82
FOR,Centro 3,Hybrid,2023-10-02,80
PYT,Centro 5,Online,2023-10-02,80
LID,Centro 4,Online,2023-10-02,74
HCP,Centro 3,In-person,2023-10-02,72
HOT,Centro 5,Hybrid,2023-10-02,72
INF,Centro 4,In-person,2023-10-02,69
SST,Centro 1,In-person,2023-10-02,69
SEG,Centro 2,Hybrid,2023-10-02,66
ING,Centro 5,Online,2023-10-02,65
GES,Centro 2,Online,2023-10-02,64
SCI,Centro 5,In-person,2023-10-02,63
MNT,Centro 2,In-person,2023-10-02,62
PRO,Centro 2,In-person,2023-10-02,61
EXC,Centro 1,Online,2023-10-02,57
SST,Centro 2,Online,2023-10-02,57
SEG,Centro 3,Hybrid,2023-10-02,52
TUR,Centro 3,Hybrid,2023-10-02,52
SEG,Centro 5,Hybrid,2023-10-02,48
CYB,Centro 1,Hybrid,2023-10-02,46
CYB,Centro 3,Hybrid,2023-10-02,46
CYB,Centro 4,In-person,2023-10-02,46
HAC,Centro 1,In-person,2023-10-02,45
INF,Centro 3,Hybrid,2023-10-02,45
INF,Centro 5,In-person,2023-10-02,45
TUR,Centro 4,In-person,2023-10-02,43
EMP,Centro 3,In-person,2023-10-02,42
ING,Centro 5,Hybrid,2023-10-02,42
SOC,Centro 2,Hybrid,2023-10-02,42
PRI,Centro 1,Hybrid,2023-10-02,41
GES,Centro 2,Hybrid,2023-10-02,40
HOT,Centro 1,In-person,2023-10-02,39
HCP,Centro 1,Hybrid,2023-10-02,37
VND,Centro 5,In-person,2023-10-02,34
SOC,Centro 4,In-person,2023-10-02,33
HOT,Centro 2,Hybrid,2023-10-02,32
SOC,Centro 4,Hybrid,2023-10-02,30
ING,Centro 3,Hybrid,2023-10-02,27
ING,Centro 1,In-person,2023-10-02,27
SCI,Centro 3,In-person,2023-10-02,27
GES,Centro 2,In-person,2023-10-02,25
VND,Centro 2,Hybrid,2023-10-02,25
VND,Centro 1,In-person,2023-10-02,24
PYT,Centro 4,Online,2023-10-02,22
LID,Centro 2,In-person,2023-10-02,21
LOG,Centro 2,In-person,2023-10-02,20
SST,Centro 3,Hybrid,2023-10-02,20
FOR,Centro 1,Online,2023-10-02,19
EXC,Centro 2,In-person,2023-10-02,18
GER,Centro 1,In-person,2023-10-02,18
LOG,Centro 2,Hybrid,2023-10-02,17
MNT,Centro 5,In-person,2023-10-02,14
PRI,Centro 4,In-person,2023-10-02,13
EMP,Centro 5,In-person,2023-10-02,12
ING,Centro 3,In-person,2023-10-02,12
LID,Centro 1,Online,2023-10-02,12
SOC,Centro 3,In-person,2023-10-02,12
GER,Centro 5,In-person,2023-10-02,10
INF,Centro 4,Hybrid,2023-10-02,10
ING,Centro 1,Hybrid,2023-10-02,10
MNT,Centro 1,In-person,2023-10-02,10
PRI,Centro 3,Hybrid,2023-10-02,10
CYB,Centro 1,Online,2023-10-02,9
GER,Centro 2,In-person,2023-10-02,9
INF,Centro 2,In-person,2023-10-02,9
MNT,Centro 4,In-person,2023-10-02,9
PRO,Centro 3,Online,2023-10-02,9
CYB,Centro 4,Online,2023-10-02,8
FOR,Centro 2,Hybrid,2023-10-02,8
FOR,Centro 2,In-person,2023-10-02,8
FOR,Centro 4,In-person,2023-10-02,8
GER,Centro 3,Hybrid,2023-10-02,8
GES,Centro 3,Hybrid,2023-10-02,8
ING,Centro 2,Online,2023-10-02,8
LID,Centro 1,Hybrid,2023-10-02,8
HAC,Centro 1,Online,2023-10-02,7
HCP,Centro 5,In-person,2023-10-02,7
ING,Centro 2,Hybrid,2023-10-02,7
SEG,Centro 4,In-person,2023-10-02,7
SST,Centro 3,In-person,2023-10-02,7
LOG,Centro 5,Hybrid,2023-10-02,6
PRI,Centro 2,In-person,2023-10-02,6
CYB,Centro 4,Hybrid,2023-10-02,5
PRO,Centro 5,In-person,2023-10-02,5
SST,Centro 3,Online,2023-10-02,5
TUR,Centro 3,In-person,2023-10-02,5
EXC,Centro 3,Online,2023-10-02,4
EXC,Centro 5,In-person,2023-10-02,4
HAC,Centro 5,In-person,2023-10-02,4
HOT,Centro 5,In-person,2023-10-02,4
PRI,Centro 1,In-person,2023-10-02,4
PYT,Centro 2,Online,2023-10-02,4
PYT,Centro 2,In-person,2023-10-02,4
VND,Centro 3,In-person,2023-10-02,4
EXC,Centro 1,Hybrid,2023-10-02,3
EXC,Centro 1,In-person,2023-10-02,3
GER,Centro 4,In-person,2023-10-02,3
HAC,Centro 4,Hybrid,2023-10-02,3
HCP,Centro 4,In-person,2023-10-02,3
INF,Centro 2,Hybrid,2023-10-02,3
SEG,Centro 1,Online,2023-10-02,3
LID,Centro 4,In-person,2023-10-02,1
MNT,Centro 5,In-person,2023-10-09,128
PBI,Centro 3,Hybrid,2023-10-09,110
VND,Centro 2,Online,2023-10-09,99
INF,Centro 5,In-person,2023-10-09,96
GER,Centro 5,In-person,2023-10-09,86
LID,Centro 5,Online,2023-10-09,84
HAC,Centro 1,Online,2023-10-09,83
SCI,Centro 4,Hybrid,2023-10-09,80
ING,Centro 2,Hybrid,2023-10-09,71
HCP,Centro 1,Hybrid,2023-10-09,70
LOG,Centro 2,In-person,2023-10-09,70
PBI,Centro 2,Online,2023-10-09,67
SEG,Centro 1,Online,2023-10-09,66
TUR,Centro 2,In-person,2023-10-09,64
VND,Centro 4,Hybrid,2023-10-09,63
HOT,Centro 1,In-person,2023-10-09,59
PRI,Centro 3,In-person,2023-10-09,58
HCP,Centro 4,In-person,2023-10-09,54
INF,Centro 3,Hybrid,2023-10-09,54
ING,Centro 5,Online,2023-10-09,52
MNT,Centro 3,In-person,2023-10-09,52
VND,Centro 1,In-person,2023-10-09,51
CYB,Centro 4,In-person,2023-10-09,49
ING,Centro 1,Hybrid,2023-10-09,49
SOC,Centro 4,Hybrid,2023-10-09,48
FOR,Centro 1,Online,2023-10-09,47
GER,Centro 4,Hybrid,2023-10-09,47
GER,Centro 3,In-person,2023-10-09,46
LID,Centro 1,Hybrid,2023-10-09,46
MNT,Centro 1,In-person,2023-10-09,43
PYT,Centro 1,Online,2023-10-09,43
INF,Centro 4,In-person,2023-10-09,42
LOG,Centro 5,In-person,2023-10-09,42
PBI,Centro 1,Hybrid,2023-10-09,42
CYB,Centro 4,Online,2023-10-09,41
EXC,Centro 4,In-person,2023-10-09,41
SCI,Centro 5,In-person,2023-10-09,41
SST,Centro 3,In-person,2023-10-09,41
PRI,Centro 3,Hybrid,2023-10-09,40
PBI,Centro 4,Online,2023-10-09,39
GES,Centro 2,In-person,2023-10-09,38
HAC,Centro 1,Hybrid,2023-10-09,37
EMP,Centro 3,In-person,2023-10-09,34
INF,Centro 1,Hybrid,2023-10-09,34
PRI,Centro 4,In-person,2023-10-09,34
HOT,Centro 1,Hybrid,2023-10-09,33
EXC,Centro 1,Online,2023-10-09,31
GER,Centro 2,In-person,2023-10-09,31
HOT,Centro 5,Hybrid,2023-10-09,31
ING,Centro 1,In-person,2023-10-09,31
SST,Centro 1,Hybrid,2023-10-09,31
VND,Centro 3,In-person,2023-10-09,31
SEG,Centro 4,In-person,2023-10-09,30
SST,Centro 4,Hybrid,2023-10-09,30
EXC,Centro 3,Online,2023-10-09,29
INF,Centro 2,In-person,2023-10-09,29
TUR,Centro 3,In-person,2023-10-09,28
EXC,Centro 4,Hybrid,2023-10-09,27
EXC,Centro 1,Hybrid,2023-10-09,26
ING,Centro 1,Online,2023-10-09,26
EXC,Centro 5,In-person,2023-10-09,25
LID,Centro 4,In-person,2023-10-09,25
EXC,Centro 1,In-person,2023-10-09,24
PBI,Centro 1,Online,2023-10-09,24
SOC,Centro 5,In-person,2023-10-09,22
LID,Centro 5,In-person,2023-10-09,20
SEG,Centro 3,Hybrid,2023-10-09,19
TUR,Centro 2,Hybrid,2023-10-09,19
EMP,Centro 5,In-person,2023-10-09,18
HAC,Centro 3,Hybrid,2023-10-09,18
HCP,Centro 2,In-person,2023-10-09,16
PYT,Centro 5,Online,2023-10-09,16
EXC,Centro 4,Online,2023-10-09,15
SST,Centro 3,Hybrid,2023-10-09,14
FOR,Centro 2,In-person,2023-10-09,13
GER,Centro 3,Hybrid,2023-10-09,13
HAC,Centro 2,In-person,2023-10-09,13
MNT,Centro 4,In-person,2023-10-09,13
SST,Centro 2,Online,2023-10-09,13
INF,Centro 3,In-person,2023-10-09,11
FOR,Centro 2,Hybrid,2023-10-09,10
HOT,Centro 5,In-person,2023-10-09,10
SCI,Centro 1,In-person,2023-10-09,10
CYB,Centro 5,Online,2023-10-09,9
PYT,Centro 4,Hybrid,2023-10-09,9
SST,Centro 5,In-person,2023-10-09,9
LID,Centro 4,Hybrid,2023-10-09,8
PYT,Centro 2,Online,2023-10-09,8
SOC,Centro 3,In-person,2023-10-09,8
EXC,Centro 3,Hybrid,2023-10-09,7
HCP,Centro 4,Hybrid,2023-10-09,7
LOG,Centro 1,In-person,2023-10-09,7
PRI,Centro 5,In-person,2023-10-09,7
PRO,Centro 1,Online,2023-10-09,5
SCI,Centro 2,Hybrid,2023-10-09,5
VND,Centro 5,In-person,2023-10-09,5
EXC,Centro 2,Online,2023-10-09,4
FOR,Centro 4,Online,2023-10-09,4
GER,Centro 4,In-person,2023-10-09,4
ING,Centro 4,Hybrid,2023-10-09,4
LID,Centro 2,Hybrid,2023-10-09,4
LID,Centro 2,In-person,2023-10-09,4
PYT,Centro 5,In-person,2023-10-09,4
SCI,Centro 3,In-person,2023-10-09,4
SEG,Centro 5,Online,2023-10-09,4
HOT,Centro 4,In-person,2023-10-09,3
PRI,Centro 1,Hybrid,2023-10-09,3
SEG,Centro 2,Hybrid,2023-10-09,3
TUR,Centro 4,In-person,2023-10-09,3
PYT,Centro 1,Online,2023-10-16,140
VND,Centro 2,Online,2023-10-16,125
PBI,Centro 5,Hybrid,2023-10-16,102
EXC,Centro 3,Online,2023-10-16,92
EXC,Centro 1,Hybrid,2023-10-16,91
CYB,Centro 3,Hybrid,2023-10-16,86
SCI,Centro 2,Hybrid,2023-10-16,86
VND,Centro 5,Online,2023-10-16,83
GES,Centro 1,Online,2023-10-16,78
GER,Centro 1,In-person,2023-10-16,75
INF,Centro 3,Hybrid,2023-10-16,72
PBI,Centro 3,Hybrid,2023-10-16,66
EXC,Centro 4,In-person,2023-10-16,65
HAC,Centro 2,Hybrid,2023-10-16,65
EXC,Centro 5,Hybrid,2023-10-16,61
SOC,Centro 3,Hybrid,2023-10-16,61
PYT,Centro 2,In-person,2023-10-16,59
LOG,Centro 5,In-person,2023-10-16,58
SST,Centro 2,Online,2023-10-16,58
PBI,Centro 5,In-person,2023-10-16,57
HOT,Centro 5,In-person,2023-10-16,56
EXC,Centro 5,Online,2023-10-16,55
MNT,Centro 5,In-person,2023-10-16,51
VND,Centro 4,Online,2023-10-16,49
HCP,Centro 4,Hybrid,2023-10-16,48
MNT,Centro 4,In-person,2023-10-16,47
EXC,Centro 2,Online,2023-10-16,45
EMP,Centro 3,In-person,2023-10-16,44
EXC,Centro 4,Online,2023-10-16,44
LOG,Centro 2,In-person,2023-10-16,42
FOR,Centro 2,Hybrid,2023-10-16,41
PYT,Centro 1,Hybrid,2023-10-16,41
TUR,Centro 2,Hybrid,2023-10-16,40
PYT,Centro 4,Online,2023-10-16,39
SST,Centro 5,Hybrid,2023-10-16,39
EXC,Centro 5,In-person,2023-10-16,38
PRI,Centro 2,In-person,2023-10-16,37
PRI,Centro 4,In-person,2023-10-16,36
PRI,Centro 5,In-person,2023-10-16,36
GER,Centro 2,In-person,2023-10-16,35
PBI,Centro 4,Hybrid,2023-10-16,35
PRO,Centro 2,Hybrid,2023-10-16,35
ING,Centro 3,Hybrid,2023-10-16,34
ING,Centro 3,Online,2023-10-16,33
PRO,Centro 2,In-person,2023-10-16,33
SCI,Centro 3,In-person,2023-10-16,33
SEG,Centro 3,In-person,2023-10-16,31
ING,Centro 1,Online,2023-10-16,30
HOT,Centro 1,In-person,2023-10-16,29
MNT,Centro 3,In-person,2023-10-16,29
SCI,Centro 2,In-person,2023-10-16,29
SEG,Centro 5,In-person,2023-10-16,27
MNT,Centro 1,In-person,2023-10-16,26
SST,Centro 4,Online,2023-10-16,26
FOR,Centro 2,In-person,2023-10-16,24
CYB,Centro 4,Online,2023-10-16,23
SOC,Centro 4,In-person,2023-10-16,22
INF,Centro 5,In-person,2023-10-16,21
EXC,Centro 3,Hybrid,2023-10-16,19
INF,Centro 2,In-person,2023-10-16,18
SST,Centro 4,Hybrid,2023-10-16,18
PBI,Centro 5,Online,2023-10-16,17
SST,Centro 3,Online,2023-10-16,17
HOT,Centro 4,In-person,2023-10-16,15
