action_id,course_id,local,start_date,end_date,modality,status,total_students
H_PBI_0042,PBI,Centro 1,2018-10-15,2018-10-20,Hybrid,Finalizada,22
P_FOR_0042,FOR,Centro 4,2018-10-15,2018-10-27,In-person,Finalizada,14
E_SEG_0061,SEG,Centro 3,2018-10-16,2018-10-19,Online,Finalizada,26
E_EXC_0047,EXC,Centro 3,2018-10-16,2018-10-25,Online,Cancelada,2
H_FOR_0039,FOR,Centro 3,2018-10-16,2018-11-03,Hybrid,Finalizada,24
P_SCI_0037,SCI,Centro 1,2018-10-17,2018-10-19,In-person,Finalizada,20
P_MNT_0028,MNT,Centro 1,2018-10-17,2018-10-20,In-person,Finalizada,17
H_LID_0038,LID,Centro 2,2018-10-17,2018-10-22,Hybrid,Finalizada,23
H_ING_0041,ING,Centro 4,2018-10-17,2018-10-24,Hybrid,Finalizada,21
E_ING_0039,ING,Centro 3,2018-10-17,2018-10-28,Online,Finalizada,29
H_FOR_0041,FOR,Centro 3,2018-10-17,2018-11-03,Hybrid,Finalizada,25
P_HAC_0037,HAC,Centro 4,2018-10-18,2018-10-20,In-person,Finalizada,15
H_PRI_0045,PRI,Centro 3,2018-10-18,2018-10-20,Hybrid,Finalizada,20
P_PRI_0047,PRI,Centro 4,2018-10-18,2018-10-20,In-person,Finalizada,21
P_TUR_0020,TUR,Centro 2,2018-10-18,2018-10-20,In-person,Finalizada,8
P_EXC_0046,EXC,Centro 3,2018-10-22,2018-10-24,In-person,Finalizada,16
P_HCP_0036,HCP,Centro 3,2018-10-22,2018-10-24,In-person,Finalizada,15
H_SCI_0038,SCI,Centro 2,2018-10-22,2018-10-24,Hybrid,Finalizada,22
P_SCI_0041,SCI,Centro 4,2018-10-22,2018-10-24,In-person,Finalizada,21
H_VND_0019,VND,Centro 2,2018-10-22,2018-10-25,Hybrid,Finalizada,18
P_HOT_0030,HOT,Centro 2,2018-10-22,2018-10-26,In-person,Finalizada,16
H_HOT_0033,HOT,Centro 5,2018-10-22,2018-10-26,Hybrid,Finalizada,19
H_PBI_0048,PBI,Centro 5,2018-10-22,2018-10-26,Hybrid,Finalizada,24
P_ING_0036,ING,Centro 1,2018-10-22,2018-10-27,In-person,Finalizada,27
P_PRI_0038,PRI,Centro 1,2018-10-23,2018-10-24,In-person,Finalizada,18
P_PRI_0039,PRI,Centro 1,2018-10-23,2018-10-24,In-person,Finalizada,17
P_LOG_0039,LOG,Centro 3,2018-10-23,2018-10-25,In-person,Finalizada,8
P_PRI_0048,PRI,Centro 4,2018-10-23,2018-10-25,In-person,Finalizada,13
P_TUR_0022,TUR,Centro 5,2018-10-23,2018-10-26,In-person,Cancelada,0
E_ING_0038,ING,Centro 3,2018-10-23,2018-11-04,Online,Finalizada,23
H_HCP_0037,HCP,Centro 4,2018-10-24,2018-10-27,Hybrid,Finalizada,22
P_HOT_0032,HOT,Centro 3,2018-10-24,2018-10-28,In-person,Finalizada,18
E_PYT_0029,PYT,Centro 2,2018-10-24,2018-11-03,Online,Finalizada,21
P_PRI_0042,PRI,Centro 1,2018-10-25,2018-10-26,In-person,Finalizada,17
P_PRI_0043,PRI,Centro 1,2018-10-25,2018-10-26,In-person,Finalizada,26
H_HCP_0034,HCP,Centro 2,2018-10-29,2018-10-31,Hybrid,Finalizada,16
P_LID_0041,LID,Centro 3,2018-10-29,2018-10-31,In-person,Finalizada,16
H_SEG_0063,SEG,Centro 5,2018-10-29,2018-10-31,Hybrid,Finalizada,13
P_SOC_0023,SOC,Centro 2,2018-10-29,2018-10-31,In-person,Finalizada,19
P_VND_0020,VND,Centro 2,2018-10-29,2018-10-31,In-person,Finalizada,23
P_CYB_0035,CYB,Centro 4,2018-10-29,2018-11-01,In-person,Finalizada,14
P_MNT_0029,MNT,Centro 1,2018-10-29,2018-11-01,In-person,Finalizada,11
H_EXC_0045,EXC,Centro 2,2018-10-29,2018-11-03,Hybrid,Finalizada,24
E_ING_0042,ING,Centro 4,2018-10-29,2018-11-08,Online,Finalizada,27
H_FOR_0038,FOR,Centro 2,2018-10-29,2018-11-17,Hybrid,Finalizada,16
H_SCI_0039,SCI,Centro 2,2018-10-30,2018-10-31,Hybrid,Finalizada,25
H_LID_0036,LID,Centro 1,2018-10-30,2018-11-02,Hybrid,Finalizada,16
H_SCI_0042,SCI,Centro 4,2018-10-31,2018-11-03,Hybrid,Finalizada,16
H_PRO_0030,PRO,Centro 1,2018-10-31,2018-11-04,Hybrid,Finalizada,19
P_PRI_0051,PRI,Centro 4,2018-11-05,2018-11-06,In-person,Finalizada,19
P_PRI_0053,PRI,Centro 4,2018-11-05,2018-11-06,In-person,Finalizada,16
P_SCI_0045,SCI,Centro 1,2018-11-05,2018-11-06,In-person,Finalizada,13
P_EMP_0030,EMP,Centro 1,2018-11-05,2018-11-07,In-person,Finalizada,16
P_GES_0034,GES,Centro 4,2018-11-05,2018-11-07,In-person,Finalizada,10
P_PRI_0054,PRI,Centro 5,2018-11-05,2018-11-07,In-person,Finalizada,17
P_SCI_0047,SCI,Centro 4,2018-11-05,2018-11-07,In-person,Finalizada,12
P_SST_0045,SST,Centro 1,2018-11-05,2018-11-07,In-person,Finalizada,15
P_GES_0036,GES,Centro 4,2018-11-05,2018-11-08,In-person,Finalizada,11
P_HOT_0035,HOT,Centro 2,2018-11-05,2018-11-08,In-person,Finalizada,17
P_MNT_0032,MNT,Centro 1,2018-11-05,2018-11-08,In-person,Finalizada,8
P_HOT_0034,HOT,Centro 1,2018-11-05,2018-11-09,In-person,Cancelada,4
H_INF_0035,INF,Centro 2,2018-11-05,2018-11-09,Hybrid,Finalizada,24
P_MNT_0035,MNT,Centro 4,2018-11-05,2018-11-09,In-person,Finalizada,16
E_CYB_0045,CYB,Centro 4,2018-11-05,2018-11-11,Online,Finalizada,27
H_PYT_0033,PYT,Centro 4,2018-11-05,2018-11-11,Hybrid,Finalizada,21
E_CYB_0041,CYB,Centro 3,2018-11-05,2018-11-12,Online,Finalizada,23
P_GER_0059,GER,Centro 4,2018-11-05,2018-11-13,In-person,Finalizada,15
E_PBI_0052,PBI,Centro 4,2018-11-05,2018-11-15,Online,Finalizada,27
E_FOR_0045,FOR,Centro 3,2018-11-05,2018-12-07,Online,Finalizada,19
P_HCP_0039,HCP,Centro 2,2018-11-06,2018-11-08,In-person,Finalizada,20
P_SST_0046,SST,Centro 3,2018-11-06,2018-11-08,In-person,Finalizada,10
H_GES_0032,GES,Centro 1,2018-11-06,2018-11-11,Hybrid,Finalizada,16
P_HAC_0044,HAC,Centro 5,2018-11-07,2018-11-08,In-person,Cancelada,0
P_SEG_0069,SEG,Centro 5,2018-11-07,2018-11-08,In-person,Finalizada,18
H_EXC_0052,EXC,Centro 3,2018-11-07,2018-11-10,Hybrid,Finalizada,25
P_LOG_0042,LOG,Centro 3,2018-11-07,2018-11-10,In-person,Finalizada,14
P_LOG_0045,LOG,Centro 5,2018-11-07,2018-11-10,In-person,Finalizada,9
P_TUR_0027,TUR,Centro 3,2018-11-07,2018-11-10,In-person,Finalizada,14
H_PBI_0053,PBI,Centro 5,2018-11-07,2018-11-11,Hybrid,Finalizada,18
H_HOT_0040,HOT,Centro 5,2018-11-07,2018-11-12,Hybrid,Finalizada,24
P_FOR_0047,FOR,Centro 4,2018-11-07,2018-11-19,In-person,Finalizada,16
H_HAC_0043,HAC,Centro 5,2018-11-08,2018-11-09,Hybrid,Finalizada,21
P_TUR_0023,TUR,Centro 2,2018-11-08,2018-11-11,In-person,Finalizada,16
P_EMP_0032,EMP,Centro 3,2018-11-12,2018-11-14,In-person,Finalizada,9
P_GES_0033,GES,Centro 2,2018-11-12,2018-11-14,In-person,Finalizada,15
P_HAC_0038,HAC,Centro 1,2018-11-12,2018-11-14,In-person,Finalizada,14
P_TUR_0024,TUR,Centro 2,2018-11-12,2018-11-14,In-person,Finalizada,16
P_EMP_0034,EMP,Centro 4,2018-11-12,2018-11-15,In-person,Finalizada,20
P_HOT_0037,HOT,Centro 3,2018-11-12,2018-11-15,In-person,Cancelada,5
H_PRI_0052,PRI,Centro 4,2018-11-12,2018-11-15,Hybrid,Finalizada,20
P_TUR_0026,TUR,Centro 2,2018-11-12,2018-11-15,In-person,Finalizada,11
H_PBI_0050,PBI,Centro 2,2018-11-12,2018-11-16,Hybrid,Finalizada,25
H_TUR_0028,TUR,Centro 4,2018-11-12,2018-11-16,Hybrid,Finalizada,23
H_CYB_0046,CYB,Centro 4,2018-11-12,2018-11-17,Hybrid,Finalizada,22
P_ING_0045,ING,Centro 1,2018-11-12,2018-11-17,In-person,Finalizada,17
E_LID_0045,LID,Centro 4,2018-11-12,2018-11-18,Online,Finalizada,27
E_CYB_0040,CYB,Centro 2,2018-11-12,2018-11-19,Online,Finalizada,22
E_CYB_0037,CYB,Centro 1,2018-11-12,2018-11-20,Online,Finalizada,24
E_LID_0044,LID,Centro 3,2018-11-12,2018-11-20,Online,Finalizada,31
E_PYT_0032,PYT,Centro 2,2018-11-12,2018-11-24,Online,Finalizada,19
P_FOR_0044,FOR,Centro 3,2018-11-12,2018-11-25,In-person,Finalizada,15
P_EMP_0033,EMP,Centro 3,2018-11-13,2018-11-15,In-person,Finalizada,22
P_EMP_0031,EMP,Centro 1,2018-11-13,2018-11-16,In-person,Finalizada,8
E_CYB_0039,CYB,Centro 2,2018-11-13,2018-11-19,Online,Finalizada,18
P_GER_0060,GER,Centro 4,2018-11-13,2018-11-21,In-person,Finalizada,23
H_GER_0057,GER,Centro 3,2018-11-13,2018-11-24,Hybrid,Finalizada,19
E_FOR_0049,FOR,Centro 5,2018-11-13,2018-12-13,Online,Finalizada,31
H_HAC_0040,HAC,Centro 1,2018-11-14,2018-11-15,Hybrid,Finalizada,18
P_HAC_0042,HAC,Centro 4,2018-11-14,2018-11-16,In-person,Finalizada,18
P_EXC_0054,EXC,Centro 5,2018-11-14,2018-11-17,In-person,Finalizada,25
E_CYB_0043,CYB,Centro 4,2018-11-14,2018-11-20,Online,Finalizada,30
E_PBI_0051,PBI,Centro 3,2018-11-14,2018-11-23,Online,Cancelada,3
E_PYT_0034,PYT,Centro 5,2018-11-14,2018-11-25,Online,Finalizada,22
P_HCP_0040,HCP,Centro 4,2018-11-15,2018-11-17,In-person,Finalizada,16
P_TUR_0025,TUR,Centro 2,2018-11-15,2018-11-17,In-person,Finalizada,22
H_CYB_0047,CYB,Centro 5,2018-11-15,2018-11-19,Hybrid,Finalizada,12
P_SEG_0072,SEG,Centro 5,2018-11-19,2018-11-20,In-person,Finalizada,14
P_EXC_0053,EXC,Centro 3,2018-11-19,2018-11-21,In-person,Finalizada,9
H_HAC_0039,HAC,Centro 1,2018-11-19,2018-11-22,Hybrid,Finalizada,22
E_HAC_0045,HAC,Centro 5,2018-11-19,2018-11-22,Online,Finalizada,20
P_LOG_0041,LOG,Centro 2,2018-11-19,2018-11-22,In-person,Finalizada,17
H_SCI_0046,SCI,Centro 4,2018-11-19,2018-11-22,Hybrid,Finalizada,19
P_MNT_0036,MNT,Centro 4,2018-11-19,2018-11-23,In-person,Finalizada,15
P_PBI_0049,PBI,Centro 1,2018-11-19,2018-11-23,In-person,Finalizada,17
E_SEG_0071,SEG,Centro 5,2018-11-19,2018-11-23,Online,Finalizada,33
H_ING_0047,ING,Centro 4,2018-11-19,2018-11-24,Hybrid,Finalizada,14
H_SOC_0027,SOC,Centro 4,2018-11-19,2018-11-24,Hybrid,Finalizada,21
H_HOT_0039,HOT,Centro 4,2018-11-19,2018-11-25,Hybrid,Finalizada,23
P_GER_0054,GER,Centro 2,2018-11-19,2018-11-26,In-person,Finalizada,20
E_VND_0023,VND,Centro 2,2018-11-19,2018-11-27,Online,Finalizada,26
E_PRO_0035,PRO,Centro 4,2018-11-19,2018-11-30,Online,Finalizada,29
P_HAC_0041,HAC,Centro 2,2018-11-20,2018-11-21,In-person,Finalizada,16
P_LOG_0043,LOG,Centro 3,2018-11-20,2018-11-22,In-person,Finalizada,23
H_CYB_0044,CYB,Centro 4,2018-11-20,2018-11-25,Hybrid,Finalizada,20
H_EXC_0051,EXC,Centro 2,2018-11-20,2018-11-25,Hybrid,Finalizada,25
E_CYB_0042,CYB,Centro 3,2018-11-20,2018-11-26,Online,Finalizada,19
E_CYB_0038,CYB,Centro 2,2018-11-20,2018-11-28,Online,Finalizada,27
P_GER_0058,GER,Centro 3,2018-11-20,2018-11-28,In-person,Finalizada,9
P_FOR_0043,FOR,Centro 1,2018-11-20,2018-12-02,In-person,Finalizada,18
P_FOR_0048,FOR,Centro 4,2018-11-20,2018-12-03,In-person,Finalizada,17
E_FOR_0046,FOR,Centro 4,2018-11-20,2018-12-20,Online,Finalizada,25
P_SEG_0067,SEG,Centro 1,2018-11-21,2018-11-22,In-person,Finalizada,15
P_MNT_0033,MNT,Centro 2,2018-11-21,2018-11-24,In-person,Finalizada,17
H_HOT_0036,HOT,Centro 2,2018-11-21,2018-11-26,Hybrid,Finalizada,26
H_VND_0024,VND,Centro 3,2018-11-21,2018-11-26,Hybrid,Finalizada,21
P_MNT_0037,MNT,Centro 5,2018-11-22,2018-11-25,In-person,Finalizada,12
P_LOG_0044,LOG,Centro 3,2018-11-26,2018-11-28,In-person,Finalizada,20
P_SEG_0068,SEG,Centro 1,2018-11-26,2018-11-28,In-person,Finalizada,21
P_SEG_0070,SEG,Centro 5,2018-11-26,2018-11-28,In-person,Finalizada,24
P_MNT_0034,MNT,Centro 4,2018-11-26,2018-11-29,In-person,Finalizada,19
H_VND_0025,VND,Centro 3,2018-11-26,2018-11-29,Hybrid,Finalizada,22
H_GES_0035,GES,Centro 4,2018-11-26,2018-11-30,Hybrid,Finalizada,18
H_LOG_0040,LOG,Centro 1,2018-11-26,2018-11-30,Hybrid,Finalizada,18
H_LID_0043,LID,Centro 2,2018-11-26,2018-12-01,Hybrid,Finalizada,14
H_LOG_0046,LOG,Centro 5,2018-11-26,2018-12-01,Hybrid,Finalizada,27
H_PBI_0054,PBI,Centro 5,2018-11-26,2018-12-02,Hybrid,Finalizada,20
P_GER_0056,GER,Centro 3,2018-11-26,2018-12-04,In-person,Finalizada,16
P_HOT_0038,HOT,Centro 3,2018-11-27,2018-11-30,In-person,Finalizada,18
H_PRI_0049,PRI,Centro 1,2018-11-27,2018-11-30,Hybrid,Finalizada,20
E_ING_0046,ING,Centro 3,2018-11-27,2018-12-09,Online,Finalizada,22
H_ING_0044,ING,Centro 1,2018-11-28,2018-12-03,Hybrid,Finalizada,29
H_PRO_0036,PRO,Centro 5,2018-11-28,2018-12-04,Hybrid,Finalizada,21
H_PYT_0031,PYT,Centro 2,2018-11-28,2018-12-04,Hybrid,Finalizada,17
P_PRI_0050,PRI,Centro 3,2018-11-29,2018-12-01,In-person,Finalizada,21
P_GER_0055,GER,Centro 2,2018-11-29,2018-12-07,In-person,Finalizada,13
P_SEG_0076,SEG,Centro 5,2018-12-03,2018-12-04,In-person,Finalizada,11
P_HAC_0048,HAC,Centro 2,2018-12-03,2018-12-05,In-person,Finalizada,19
P_HCP_0041,HCP,Centro 1,2018-12-03,2018-12-05,In-person,Finalizada,14
H_GES_0039,GES,Centro 2,2018-12-03,2018-12-06,Hybrid,Finalizada,25
H_HAC_0047,HAC,Centro 1,2018-12-03,2018-12-06,Hybrid,Finalizada,21
P_SOC_0030,SOC,Centro 5,2018-12-03,2018-12-06,In-person,Finalizada,17
P_HOT_0042,HOT,Centro 3,2018-12-03,2018-12-07,In-person,Finalizada,19
H_PBI_0057,PBI,Centro 2,2018-12-03,2018-12-07,Hybrid,Cancelada,5
H_GER_0061,GER,Centro 5,2018-12-03,2018-12-12,Hybrid,Finalizada,28
H_FOR_0050,FOR,Centro 1,2018-12-03,2018-12-20,Hybrid,Finalizada,24
H_FOR_0051,FOR,Centro 2,2018-12-03,2018-12-22,Hybrid,Finalizada,18
P_SOC_0029,SOC,Centro 4,2018-12-04,2018-12-07,In-person,Finalizada,18
H_ING_0050,ING,Centro 3,2018-12-04,2018-12-11,Hybrid,Finalizada,30
E_ING_0049,ING,Centro 2,2018-12-04,2018-12-14,Online,Finalizada,36
P_PRI_0055,PRI,Centro 3,2018-12-05,2018-12-07,In-person,Finalizada,20
P_SST_0051,SST,Centro 5,2018-12-05,2018-12-07,In-person,Finalizada,10
H_CYB_0048,CYB,Centro 1,2018-12-05,2018-12-08,Hybrid,Finalizada,18
P_SST_0050,SST,Centro 3,2018-12-05,2018-12-08,In-person,Finalizada,14
P_SST_0047,SST,Centro 1,2018-12-06,2018-12-09,In-person,Finalizada,19
E_SST_0048,SST,Centro 1,2018-12-06,2018-12-14,Online,Finalizada,27
P_SCI_0048,SCI,Centro 3,2018-12-10,2018-12-11,In-person,Finalizada,10
P_SCI_0050,SCI,Centro 4,2018-12-10,2018-12-12,In-person,Finalizada,19
H_HAC_0049,HAC,Centro 5,2018-12-10,2018-12-13,Hybrid,Finalizada,27
H_INF_0036,INF,Centro 1,2018-12-10,2018-12-13,Hybrid,Finalizada,17
P_MNT_0040,MNT,Centro 2,2018-12-10,2018-12-14,In-person,Finalizada,26
P_MNT_0041,MNT,Centro 2,2018-12-10,2018-12-14,In-person,Finalizada,13
H_HOT_0041,HOT,Centro 2,2018-12-10,2018-12-16,Hybrid,Finalizada,17
H_PRO_0037,PRO,Centro 3,2018-12-10,2018-12-16,Hybrid,Cancelada,2
E_PYT_0035,PYT,Centro 1,2018-12-10,2018-12-20,Online,Finalizada,30
P_FOR_0052,FOR,Centro 4,2018-12-10,2018-12-23,In-person,Finalizada,20
P_SST_0054,SST,Centro 5,2018-12-11,2018-12-14,In-person,Finalizada,24
E_HAC_0046,HAC,Centro 1,2018-12-11,2018-12-15,Online,Finalizada,21
H_LID_0046,LID,Centro 2,2018-12-11,2018-12-15,Hybrid,Finalizada,19
P_HCP_0042,HCP,Centro 2,2018-12-12,2018-12-14,In-person,Finalizada,18
P_LOG_0047,LOG,Centro 3,2018-12-12,2018-12-14,In-person,Finalizada,17
P_SEG_0075,SEG,Centro 4,2018-12-12,2018-12-14,In-person,Finalizada,22
H_LID_0048,LID,Centro 4,2018-12-12,2018-12-16,Hybrid,Finalizada,21
E_SST_0049,SST,Centro 2,2018-12-12,2018-12-18,Online,Finalizada,32
P_SCI_0049,SCI,Centro 3,2018-12-17,2018-12-18,In-person,Finalizada,15
P_INF_0037,INF,Centro 2,2018-12-17,2018-12-19,In-person,Finalizada,21
H_SST_0053,SST,Centro 5,2018-12-17,2018-12-22,Hybrid,Finalizada,20
H_FOR_0053,FOR,Centro 5,2018-12-17,2019-01-03,Hybrid,Finalizada,20
P_INF_0038,INF,Centro 3,2018-12-18,2018-12-20,In-person,Finalizada,14
E_CYB_0050,CYB,Centro 4,2018-12-18,2018-12-25,Online,Finalizada,22
H_LID_0047,LID,Centro 3,2018-12-19,2018-12-22,Hybrid,Finalizada,19
P_MNT_0038,MNT,Centro 1,2018-12-19,2018-12-23,In-person,Finalizada,16
H_LID_0049,LID,Centro 5,2018-12-24,2018-12-27,Hybrid,Finalizada,17
P_TUR_0029,TUR,Centro 2,2018-12-24,2018-12-27,In-person,Finalizada,19
H_VND_0027,VND,Centro 5,2018-12-24,2018-12-27,Hybrid,Finalizada,11
H_PBI_0058,PBI,Centro 4,2018-12-24,2018-12-29,Hybrid,Finalizada,20
H_SOC_0028,SOC,Centro 3,2018-12-24,2018-12-29,Hybrid,Finalizada,16
H_SEG_0074,SEG,Centro 3,2018-12-25,2018-12-28,Hybrid,Finalizada,22
H_SEG_0073,SEG,Centro 2,2018-12-26,2018-12-29,Hybrid,Finalizada,17
E_PBI_0056,PBI,Centro 2,2018-12-26,2019-01-05,Online,Finalizada,27
P_CYB_0049,CYB,Centro 2,2018-12-27,2018-12-29,In-person,Finalizada,14
P_GES_0037,GES,Centro 2,2018-12-31,2019-01-02,In-person,Finalizada,14
P_MNT_0039,MNT,Centro 1,2018-12-31,2019-01-03,In-person,Finalizada,13
H_VND_0026,VND,Centro 4,2018-12-31,2019-01-03,Hybrid,Finalizada,18
P_ING_0048,ING,Centro 1,2018-12-31,2019-01-04,In-person,Finalizada,10
H_PBI_0055,PBI,Centro 2,2018-12-31,2019-01-05,Hybrid,Finalizada,18
E_GES_0038,GES,Centro 2,2018-12-31,2019-01-06,Online,Finalizada,23
E_SST_0052,SST,Centro 5,2018-12-31,2019-01-08,Online,Finalizada,30
P_HCP_0045,HCP,Centro 2,2019-01-07,2019-01-08,In-person,Finalizada,14
H_SCI_0051,SCI,Centro 1,2019-01-07,2019-01-08,Hybrid,Finalizada,23
P_SEG_0079,SEG,Centro 3,2019-01-07,2019-01-09,In-person,Finalizada,20
E_HAC_0050,HAC,Centro 2,2019-01-07,2019-01-10,Online,Finalizada,21
P_LID_0053,LID,Centro 5,2019-01-07,2019-01-10,In-person,Finalizada,22
H_SST_0058,SST,Centro 3,2019-01-07,2019-01-10,Hybrid,Finalizada,16
P_MNT_0043,MNT,Centro 3,2019-01-07,2019-01-11,In-person,Finalizada,22
P_PYT_0037,PYT,Centro 3,2019-01-07,2019-01-12,In-person,Finalizada,17
E_EXC_0061,EXC,Centro 5,2019-01-07,2019-01-15,Online,Finalizada,18
E_EXC_0056,EXC,Centro 3,2019-01-07,2019-01-16,Online,Finalizada,21
P_HCP_0047,HCP,Centro 3,2019-01-08,2019-01-09,In-person,Finalizada,13
P_CYB_0051,CYB,Centro 4,2019-01-08,2019-01-10,In-person,Finalizada,17
P_EMP_0037,EMP,Centro 5,2019-01-08,2019-01-10,In-person,Finalizada,10
P_PRI_0059,PRI,Centro 5,2019-01-08,2019-01-10,In-person,Finalizada,13
P_EXC_0062,EXC,Centro 5,2019-01-08,2019-01-11,In-person,Cancelada,3
P_GES_0043,GES,Centro 4,2019-01-08,2019-01-11,In-person,Finalizada,19
H_LID_0050,LID,Centro 1,2019-01-08,2019-01-13,Hybrid,Finalizada,24
H_VND_0029,VND,Centro 4,2019-01-08,2019-01-13,Hybrid,Finalizada,19
P_GER_0066,GER,Centro 5,2019-01-08,2019-01-15,In-person,Finalizada,25
P_HAC_0052,HAC,Centro 5,2019-01-09,2019-01-11,In-person,Finalizada,23
P_GES_0041,GES,Centro 2,2019-01-09,2019-01-12,In-person,Finalizada,21
H_EXC_0059,EXC,Centro 4,2019-01-09,2019-01-13,Hybrid,Finalizada,17
H_VND_0028,VND,Centro 4,2019-01-09,2019-01-13,Hybrid,Cancelada,7
H_INF_0039,INF,Centro 3,2019-01-09,2019-01-14,Hybrid,Finalizada,16
H_SEG_0077,SEG,Centro 1,2019-01-10,2019-01-12,Hybrid,Finalizada,21
P_SST_0056,SST,Centro 1,2019-01-10,2019-01-12,In-person,Finalizada,21
P_PYT_0036,PYT,Centro 2,2019-01-10,2019-01-14,In-person,Finalizada,19
E_EXC_0058,EXC,Centro 4,2019-01-10,2019-01-19,Online,Finalizada,25
P_HCP_0048,HCP,Centro 3,2019-01-14,2019-01-15,In-person,Finalizada,20
P_HCP_0046,HCP,Centro 3,2019-01-14,2019-01-16,In-person,Finalizada,22
P_LOG_0048,LOG,Centro 1,2019-01-14,2019-01-16,In-person,Finalizada,18
P_PRI_0057,PRI,Centro 3,2019-01-14,2019-01-16,In-person,Finalizada,24
P_SCI_0054,SCI,Centro 3,2019-01-14,2019-01-16,In-person,Finalizada,13
P_SST_0057,SST,Centro 3,2019-01-14,2019-01-16,In-person,Finalizada,24
H_HCP_0043,HCP,Centro 1,2019-01-14,2019-01-17,Hybrid,Finalizada,17
E_GES_0042,GES,Centro 3,2019-01-14,2019-01-20,Online,Finalizada,28
P_GER_0065,GER,Centro 4,2019-01-14,2019-01-22,In-person,Finalizada,16
E_PBI_0059,PBI,Centro 1,2019-01-14,2019-01-23,Online,Finalizada,27
H_GER_0064,GER,Centro 4,2019-01-14,2019-01-25,Hybrid,Finalizada,25
H_VND_0030,VND,Centro 5,2019-01-15,2019-01-18,Hybrid,Finalizada,17
H_PBI_0061,PBI,Centro 2,2019-01-15,2019-01-19,Hybrid,Finalizada,26
H_PRI_0056,PRI,Centro 1,2019-01-15,2019-01-19,Hybrid,Finalizada,21
P_PRI_0058,PRI,Centro 4,2019-01-16,2019-01-17,In-person,Finalizada,18
H_SCI_0055,SCI,Centro 5,2019-01-16,2019-01-17,Hybrid,Finalizada,24
P_SCI_0052,SCI,Centro 1,2019-01-16,2019-01-18,In-person,Finalizada,22
P_SCI_0053,SCI,Centro 1,2019-01-16,2019-01-18,In-person,Finalizada,16
P_GER_0063,GER,Centro 3,2019-01-16,2019-01-24,In-person,Finalizada,15
H_FOR_0054,FOR,Centro 1,2019-01-17,2019-02-05,Hybrid,Finalizada,25
P_SCI_0056,SCI,Centro 5,2019-01-21,2019-01-22,In-person,Finalizada,13
P_SOC_0031,SOC,Centro 2,2019-01-21,2019-01-23,In-person,Finalizada,17
P_EMP_0036,EMP,Centro 5,2019-01-21,2019-01-24,In-person,Finalizada,16
H_EXC_0057,EXC,Centro 4,2019-01-21,2019-01-24,Hybrid,Finalizada,21
P_LOG_0050,LOG,Centro 1,2019-01-21,2019-01-24,In-person,Finalizada,15
P_MNT_0042,MNT,Centro 3,2019-01-21,2019-01-24,In-person,Finalizada,19
P_HOT_0043,HOT,Centro 1,2019-01-21,2019-01-25,In-person,Finalizada,9
H_EXC_0060,EXC,Centro 4,2019-01-21,2019-01-26,Hybrid,Finalizada,23
E_EXC_0063,EXC,Centro 5,2019-01-21,2019-01-29,Online,Finalizada,22
E_LID_0051,LID,Centro 2,2019-01-21,2019-01-29,Online,Finalizada,25
E_PRO_0038,PRO,Centro 3,2019-01-21,2019-02-01,Online,Finalizada,26
P_HAC_0051,HAC,Centro 4,2019-01-23,2019-01-25,In-person,Finalizada,21
P_LID_0052,LID,Centro 3,2019-01-23,2019-01-25,In-person,Finalizada,14
H_GER_0062,GER,Centro 3,2019-01-23,2019-02-02,Hybrid,Finalizada,14
P_SEG_0078,SEG,Centro 2,2019-01-24,2019-01-25,In-person,Finalizada,20
P_HCP_0049,HCP,Centro 5,2019-01-28,2019-01-29,In-person,Finalizada,15
P_HCP_0044,HCP,Centro 2,2019-01-28,2019-01-30,In-person,Finalizada,19
P_EMP_0035,EMP,Centro 1,2019-01-28,2019-01-31,In-person,Finalizada,15
P_SOC_0032,SOC,Centro 3,2019-01-28,2019-01-31,In-person,Finalizada,15
H_EXC_0055,EXC,Centro 2,2019-01-28,2019-02-01,Hybrid,Finalizada,23
H_ING_0051,ING,Centro 1,2019-01-28,2019-02-04,Hybrid,Finalizada,16
P_INF_0040,INF,Centro 4,2019-01-29,2019-01-31,In-person,Finalizada,18
P_LOG_0049,LOG,Centro 1,2019-01-29,2019-02-01,In-person,Finalizada,14
H_SEG_0080,SEG,Centro 5,2019-01-29,2019-02-01,Hybrid,Finalizada,20
H_PBI_0062,PBI,Centro 5,2019-01-29,2019-02-04,Hybrid,Finalizada,11
H_FOR_0055,FOR,Centro 3,2019-01-29,2019-02-16,Hybrid,Finalizada,25
P_GES_0040,GES,Centro 2,2019-01-30,2019-02-01,In-person,Finalizada,12
P_TUR_0030,TUR,Centro 2,2019-01-30,2019-02-01,In-person,Finalizada,14
E_PBI_0060,PBI,Centro 2,2019-01-30,2019-02-08,Online,Cancelada,4
P_SST_0055,SST,Centro 1,2019-01-31,2019-02-02,In-person,Finalizada,19
P_PRI_0063,PRI,Centro 5,2019-02-04,2019-02-05,In-person,Finalizada,14
P_INF_0042,INF,Centro 2,2019-02-04,2019-02-07,In-person,Finalizada,17
H_LID_0056,LID,Centro 3,2019-02-04,2019-02-07,Hybrid,Finalizada,22
P_LOG_0051,LOG,Centro 3,2019-02-04,2019-02-07,In-person,Finalizada,21
P_TUR_0031,TUR,Centro 2,2019-02-04,2019-02-07,In-person,Finalizada,13
